U_1000668,C_course-v1:TsinghuaX+30240243X+sp,1
U_1000752,C_course-v1:UQx+Think101x+sp,1
U_1002258,C_course-v1:Tsinghuax+30130123X+sp,1
U_1002258,C_course-v1:TsinghuaX+10430494X_2015_2+sp,1
U_1003076,C_course-v1:TsinghuaX+30240184+sp,1
U_1003076,C_course-v1:TsinghuaX+30240184_2X+sp,1
U_1004197,C_course-v1:NJU+C1026+2016_T2,1
U_1004242,C_course-v1:TsinghuaX+20430064X+sp,1
U_1004642,C_course-v1:WUT+WUT2016001+sp,1
U_1006820,C_course-v1:TsinghuaX+30240243X+sp,1
U_1007025,C_course-v1:TsinghuaX+20350033X+sp,1
U_1007823,C_course-v1:TsinghuaX+20430064X+sp,1
U_1007823,C_course-v1:TsinghuaX+20330334X_2015_2+sp,1
U_100964,C_course-v1:TsinghuaX+20430064X+sp,1
U_1010594,C_course-v1:MITx+6_00_1x+sp,1
U_1010628,C_course-v1:MITx+6_00_1x+sp,1
U_1010628,C_course-v1:TsinghuaX+30240184+sp,1
U_1010805,C_course-v1:TsinghuaX+30240243X+sp,1
U_1012921,C_course-v1:TsinghuaX+30240243X+sp,1
U_1013157,C_course-v1:UQx+Think101x+sp,1
U_1014579,C_course-v1:MITx+6_00_1x+sp,1
U_1014666,C_course-v1:TsinghuaX+80590952X+sp,1
U_1014996,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,1
U_1015347,C_course-v1:MITx+6_00_1x+sp,1
U_1015347,C_course-v1:UQx+Think101x+sp,1
U_1016518,C_course-v1:TsinghuaX+40050455X+sp,1
U_1016645,C_course-v1:WUT+WUT2016001+sp,1
U_1016645,C_course-v1:TsinghuaX+00701032X+sp,1
U_1018110,C_course-v1:TsinghuaX+30240243X+sp,1
U_1019243,C_course-v1:TsinghuaX+60240202X+sp,1
U_10193,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,1
U_1019796,C_course-v1:MicrosoftX+Microsoft101+sp,1
U_1019796,C_course-v1:MITx+6_00_1x+sp,1
U_1020106,C_course-v1:TsinghuaX+20330334X_2015_2+sp,1
U_1020497,C_course-v1:TsinghuaX+00740123_X+sp,1
U_102054,C_course-v1:TsinghuaX+64100033X+SP,1
U_102054,C_course-v1:TsinghuaX+20350033X+sp,1
U_102443,C_course-v1:TsinghuaX+01030132X+sp,1
U_102491,C_course-v1:TsinghuaX+00310222X+sp,1
U_10263,C_course-v1:MITx+6_00_1x+sp,1
U_1034240,C_course-v1:MITx+6_00_1x+sp,1
U_1036217,C_course-v1:TsinghuaX+30240243X+sp,1
U_1036217,C_course-v1:NJU+C1026+2016_T2,1
U_1038535,C_course-v1:UC_BerkeleyX+CS_184_1x+sp,1
U_1038937,C_course-v1:TsinghuaX+30240184+sp,1
U_1039,C_course-v1:TsinghuaX+30240243X+sp,1
U_1039108,C_course-v1:BIT+BIT2016001+sp,1
U_103917,C_course-v1:MITx+6_00_1x+sp,1
U_1039848,C_course-v1:TsinghuaX+30240184+sp,1
U_10408,C_course-v1:MITx+15_390_2x+sp,1
U_1041762,C_course-v1:TsinghuaX+30240184+sp,1
U_104201,C_course-v1:UQx+Crime101x+sp,1
U_1042135,C_course-v1:TsinghuaX+30240184+sp,1
U_1042545,C_course-v1:MITx+6_00_1x+sp,1
U_1043187,C_course-v1:TsinghuaX+00701032X+sp,1
U_1044176,C_course-v1:TsinghuaX+70120073X+sp,1
U_1045488,C_course-v1:MITx+6_00_1x+sp,1
U_1047620,C_course-v1:WUT+1022817X+sp,1
U_1047778,C_course-v1:TsinghuaX+30150153X+sp,1
U_1048924,C_course-v1:TsinghuaX+00701032X+sp,1
U_1048924,C_course-v1:TsinghuaX+01030132X+sp,1
U_1048924,C_course-v1:WUT+WUT2016001+sp,1
U_1048924,C_course-v1:TsinghuaX+20430064X+sp,1
U_104918,C_course-v1:UC_BerkeleyX+CS_184_1x+sp,1
U_105019,C_course-v1:TsinghuaX+60240202X+sp,1
U_1050301,C_course-v1:TsinghuaX+30240243X+sp,1
U_1050809,C_course-v1:UST+UST001+sp,1
U_1050980,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,1
U_1050980,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,1
U_1050980,C_course-v1:TsinghuaX+30240243X+sp,1
U_1050987,C_course-v1:TsinghuaX+20440333X+sp,1
U_1050996,C_course-v1:ZJUX+2017011101X+2017_T1,1
U_105724,C_course-v1:UC_BerkeleyX+CS_184_1x+sp,1
U_1057728,C_course-v1:TsinghuaX+30240184+sp,1
U_1057728,C_course-v1:TsinghuaX+30240184_2X+sp,1
U_1057945,C_course-v1:MITx+6_00_1x+sp,1
U_1063169,C_course-v1:ZUELX+B0800280+sp,1
U_106361,C_course-v1:TsinghuaX+30240184_2X+sp,1
U_106361,C_course-v1:TsinghuaX+30240184+sp,1
U_106490,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,1
U_106490,C_course-v1:UST+UST001+sp,1
U_10661,C_course-v1:TsinghuaX+34100325_X+sp,1
U_10661,C_course-v1:MITx+6_00_1x+sp,1
U_1066234,C_course-v1:TsinghuaX+20430064X+sp,1
U_1066551,C_course-v1:TsinghuaX+60240013X+sp,1
U_1066572,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,1
U_1066572,C_course-v1:TsinghuaX+34100325_X+sp,1
U_1067377,C_course-v1:TsinghuaX+30240184+sp,1
U_106838,C_course-v1:UST+UST001+sp,1
U_1068878,C_course-v1:TsinghuaX+30240184+sp,1
U_10692,C_course-v1:TsinghuaX+34100325_X+sp,1
U_1069411,C_course-v1:TsinghuaX+01030132X+sp,1
U_1069411,C_course-v1:TsinghuaX+00680082X+sp,1
U_1070719,C_course-v1:MITx+6_00_1x+sp,1
U_1073292,C_course-v1:MITx+6_00_1x+sp,1
U_107384,C_course-v1:Tsinghua+20150001+sp,1
U_1074291,C_course-v1:TsinghuaX+30240184+sp,1
U_1074559,C_course-v1:TsinghuaX+30240184+sp,1
U_1074672,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,1
U_1075904,C_course-v1:NJU+C1026+2016_T2,1
U_1075950,C_course-v1:TsinghuaX+70660542X+2015_T2,1
U_1075950,C_course-v1:UQx+Crime101x+sp,1
U_1077037,C_course-v1:MITx+6_00_1x+sp,1
U_1077121,C_course-v1:TsinghuaX+00310222X+sp,1
U_1077764,C_course-v1:TsinghuaX+70150023X+sp,1
U_1078008,C_course-v1:TsinghuaX+10430484X_2015_2+sp,1
U_1078391,C_course-v1:JXUST+JXUST2016001+2016_T2,1
U_1078391,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,1
U_1078542,C_course-v1:TsinghuaX+30240243X+sp,1
U_1078630,C_course-v1:TsinghuaX+00740123_X+sp,1
U_1078791,C_course-v1:TsinghuaX+10430484X_2015_2+sp,1
U_107898,C_course-v1:TsinghuaX+20120143X+sp,1
U_107898,C_course-v1:TsinghuaX+70150023X+sp,1
U_107898,C_course-v1:TsinghuaX+80150193X+sp,1
U_107910,C_course-v1:TsinghuaX+30240184+sp,1
U_107910,C_course-v1:TsinghuaX+34100325_X+sp,1
U_1079137,C_course-v1:Tsinghuax+30130123X+sp,1
U_1079137,C_course-v1:TsinghuaX+70150023X+sp,1
U_1079520,C_course-v1:TsinghuaX+80590952X+sp,1
U_1080408,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,1
U_1080948,C_course-v1:TsinghuaX+20440333X+sp,1
