U_1201914	C_course-v1:MicrosoftX+Microsoft101+sp	1
U_3234246	C_course-v1:TsinghuaX+00740123_X+sp	1
U_3234246	C_course-v1:MITx+6_00_1x+sp	1
U_484201	C_course-v1:TsinghuaX+00690212X+sp	1
U_484201	C_course-v1:TsinghuaX+00690242+sp	1
U_6643176	C_course-v1:TsinghuaX+30240243X+sp	1
U_6643176	C_course-v1:TsinghuaX+60610231+2016_T2_SP	1
U_6643176	C_course-v1:TsinghuaX+00740043X_2015_T2+sp	1
U_6643176	C_course-v1:TsinghuaX+00740123_X+sp	1
U_6239563	C_course-v1:TsinghuaX+01030132X+sp	1
U_6239563	C_course-v1:TsinghuaX+20430064_2X+sp	1
U_4698461	C_course-v1:TsinghuaX+80000822X+sp	1
U_1119491	C_course-v1:MITx+6_00_1x+sp	1
U_504844	C_course-v1:TsinghuaX+60240013X+sp	1
U_6374554	C_course-v1:TsinghuaX+00740043X_2015_T2+sp	1
U_4257654	C_course-v1:TsinghuaX+00740043X_2015_T2+sp	1
U_6636043	C_course-v1:TsinghuaX+30040323X+sp	1
U_6636043	C_course-v1:TsinghuaX+40050455_2X+sp	1
U_6405153	C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp	1
U_6494431	C_course-v1:TsinghuaX+34100325_X+sp	1
U_6037780	C_course-v1:TsinghuaX+20330334X_2015_2+sp	1
U_57473	C_course-v1:TsinghuaX+20330334X_2015_2+sp	1
U_57473	C_course-v1:TsinghuaX+10430494X_2015_2+sp	1
U_1185402	C_course-v1:MITx+6_00_1x+sp	1
U_6525328	C_course-v1:TsinghuaX+34100325_X+sp	1
U_6348388	C_course-v1:TsinghuaX+00740113_2X+sp	1
U_6348388	C_course-v1:TsinghuaX+00740113_1X+sp	1
U_6524754	C_course-v1:MITx+6_00_1x+sp	1
U_1074349	C_course-v1:TsinghuaX+00740123_X+sp	1
U_1074349	C_course-v1:TsinghuaX+10430494X_2015_2+sp	1
U_1133818	C_course-v1:TsinghuaX+20350033X+sp	1
U_5309889	C_course-v1:TsinghuaX+30240243X+sp	1
U_262457	C_course-v1:TsinghuaX+30240184+sp	1
U_262457	C_course-v1:TsinghuaX+00740123_X+sp	1
U_262457	C_course-v1:TsinghuaX+00740043X_2015_T2+sp	1
U_262457	C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp	1
U_1230574	C_course-v1:Tsinghuax+30130123X+sp	1
U_2642586	C_course-v1:TsinghuaX+70120073X+sp	1
U_6471914	C_course-v1:BIT+PHY1701702+sp	1
U_6471914	C_course-v1:TsinghuaX+00040132X+sp	1
U_6471914	C_course-v1:TsinghuaX+20120143X+sp	1
U_6471914	C_course-v1:UQx+Think101x+sp	1
U_4441494	C_course-v1:TsinghuaX+00740043X_2015_T2+sp	1
U_4441496	C_course-v1:TsinghuaX+10430484X_2015_2+sp	1
U_2937051	C_course-v1:BIT+PHY1701601+sp	1
U_700497	C_course-v1:TsinghuaX+80000822X+sp	1
U_993552	C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp	1
U_3204047	C_course-v1:TsinghuaX+30240184_2X+sp	1
U_3204047	C_course-v1:TsinghuaX+30240184+sp	1
U_2528888	C_course-v1:TsinghuaX+80590952X+sp	1
U_2528888	C_course-v1:TsinghuaX+THESIS2015X+2015_T1	1
U_2603935	C_course-v1:TsinghuaX+34100325_X+sp	1
U_1547033	C_course-v1:TsinghuaX+01030132X+sp	1
U_6728432	C_course-v1:TsinghuaX+00740043X_2015_T2+sp	1
U_6728432	C_course-v1:TsinghuaX+20220053X_2015_T2+sp	1
U_3692181	C_course-v1:TsinghuaX+70150023X+sp	1
U_3692181	C_course-v1:RiceX+AdvBIO_1x+sp	1
U_3182615	C_course-v1:TsinghuaX+10430494X_2015_2+sp	1
U_3182615	C_course-v1:BIT+PHY1701702+sp	1
U_206561	C_course-v1:TsinghuaX+70120073X+sp	1
U_2383401	C_course-v1:UST+UST001+sp	1
U_2383401	C_course-v1:TsinghuaX+00740123_X+sp	1
U_2383401	C_course-v1:TsinghuaX+00690212X+sp	1
U_464270	C_course-v1:Tsinghua+20150001+sp	1
U_464270	C_course-v1:AdelaideX+Wine101x+sp	1
U_4461134	C_course-v1:ZUELX+B0800280+sp	1
U_4461134	C_course-v1:TsinghuaX+JWWCD001+2015_T2	1
U_6554552	C_course-v1:TsinghuaX+MOOC101_2015_2+sp	1
U_6554552	C_course-v1:UST+UST001+sp	1
U_6554552	C_course-v1:PekingX+Peking001x+_	1
U_6414784	C_course-v1:TsinghuaX+00701032X+sp	1
U_6414784	C_course-v1:TsinghuaX+20440333X+sp	1
U_6658466	C_course-v1:MITx+6_00_1x+sp	1
U_6448791	C_course-v1:TsinghuaX+00740043X_2015_T2+sp	1
U_6448791	C_course-v1:MITx+6_00_1x+sp	1
U_6616442	C_course-v1:AdelaideX+Wine101x+sp	1
U_6730724	C_course-v1:TsinghuaX+30240243X+sp	1
U_6730724	C_course-v1:UST+UST001+sp	1
U_237298	C_course-v1:UQx+Think101x+sp	1
U_1103245	C_course-v1:NJU+C1026+2016_T2	1
U_4440513	C_course-v1:TsinghuaX+00740113_2X+sp	1
U_6645555	C_course-v1:TsinghuaX+30240184+sp	1
U_6645555	C_course-v1:MITx+6_00_1x+sp	1
U_6577137	C_course-v1:TsinghuaX+00310222X+sp	1
U_6577137	C_course-v1:TsinghuaX+10430484X_2015_2+sp	1
U_6577134	C_course-v1:TsinghuaX+00740043X_2015_T2+sp	1
U_6577134	C_course-v1:TsinghuaX+30140393X+sp	1
U_6577134	C_course-v1:TsinghuaX+70120073X+sp	1
U_1100438	C_course-v1:Tsinghua+20150001+sp	1
U_1100438	C_course-v1:TsinghuaX+80590952X+sp	1
U_4441560	C_course-v1:TsinghuaX+00740113_1X+sp	1
U_4441560	C_course-v1:TsinghuaX+30240184_2X+sp	1
U_224167	C_course-v1:AdelaideX+Wine101x+sp	1
U_6633509	C_course-v1:TsinghuaX+10421094X_2015_2+sp	1
U_6519790	C_course-v1:Tsinghuax+30130123X+sp	1
U_2232906	C_course-v1:TsinghuaX+30040323X+sp	1
U_3853176	C_course-v1:TsinghuaX+30240184_2X+sp	1
U_3853176	C_course-v1:TsinghuaX+60240013X+sp	1
U_3714914	C_course-v1:TsinghuaX+Thesis2016X+sp	1
U_2456365	C_course-v1:AdelaideX+Wine101x+sp	1
U_3066958	C_course-v1:MicrosoftX+Microsoft101+sp	1
U_6580403	C_course-v1:UQx+Think101x+sp	1
U_482232	C_course-v1:JXUST+JXUST2016001+2016_T2	1
U_482232	C_course-v1:TsinghuaX+00690092X+sp	1
U_1135920	C_course-v1:TsinghuaX+30240184_2X+sp	1
U_506157	C_course-v1:TsinghuaX+30240243X+sp	1
U_6166711	C_course-v1:TsinghuaX+00310222X+sp	1
U_6166711	C_course-v1:Tsinghua+20150001+sp	1
U_6166711	C_course-v1:MITx+15_390_2x+sp	1
U_6574098	C_course-v1:TsinghuaX+20120143X+sp	1
U_4581839	C_course-v1:TsinghuaX+60240202X+sp	1
U_214439	C_course-v1:TsinghuaX+64100033X+SP	1
U_6675356	C_course-v1:TsinghuaX+34100325_X+sp	1
U_2978239	C_course-v1:TsinghuaX+10430494X_2015_2+sp	1
U_2978239	C_course-v1:TsinghuaX+10430484X_2015_2+sp	1
U_1092263	C_course-v1:TsinghuaX+00740113_1X+sp	1
U_1092263	C_course-v1:TsinghuaX+00740123_X+sp	1
U_2833833	C_course-v1:TsinghuaX+60240013X+sp	1
U_4452963	C_course-v1:UQx+Crime101x+sp	1
U_414275	C_course-v1:TsinghuaX+60240202X+sp	1
U_1790115	C_course-v1:TsinghuaX+THESIS2015X+2015_T1	1
U_107025	C_course-v1:ZUELX+B0800280+sp	1
U_6545112	C_course-v1:MITx+6_00_1x+sp	1
U_6545112	C_course-v1:NJU+C1026+2016_T2	1
U_6545117	C_course-v1:TsinghuaX+30240184+sp	1
U_757588	C_course-v1:TsinghuaX+20430064_2X+sp	1
U_757588	C_course-v1:TsinghuaX+20430064X+sp	1
U_2809258	C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp	1
U_2809258	C_course-v1:TsinghuaX+34100325_X+sp	1
U_2809258	C_course-v1:TsinghuaX+60240013X+sp	1
U_6139765	C_course-v1:TsinghuaX+30240184_2X+sp	1
U_1512421	C_course-v1:NJU+C1026+2016_T2	1
U_1512421	C_course-v1:TsinghuaX+10430494X_2015_2+sp	1
U_1512421	C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp	1
U_1512421	C_course-v1:TsinghuaX+34100325_X+sp	1
U_1512421	C_course-v1:MITx+6_00_1x+sp	1
U_1512421	C_course-v1:UC_BerkeleyX+CS_184_1x+sp	1
U_1512421	C_course-v1:Tsinghua+20150001+sp	1
U_1512421	C_course-v1:TsinghuaX+70167012X+sp	1
U_1091935	C_course-v1:TsinghuaX+00740113_2X+sp	1
U_1091935	C_course-v1:TsinghuaX+20220053X_2015_T2+sp	1
U_639571	C_course-v1:JXUST+JXUST2016001+2016_T2	1
U_450586	C_course-v1:MITx+6_00_1x+sp	1
U_2637539	C_course-v1:TsinghuaX+30240243X+sp	1
U_4185971	C_course-v1:BIT+PHY1701701+sp	1
U_4185971	C_course-v1:TsinghuaX+20330334X_2015_2+sp	1
U_511880	C_course-v1:TsinghuaX+30240243X+sp	1
U_2664574	C_course-v1:TsinghuaX+70250023X_2015_2+sp	1
U_2664574	C_course-v1:TsinghuaX+30240184+sp	1
U_6485472	C_course-v1:BIT+PHY1701702+sp	1
U_6485472	C_course-v1:TsinghuaX+20330334X_2015_2+sp	1
U_6407105	C_course-v1:TsinghuaX+00740043X_2015_T2+sp	1
U_2904607	C_course-v1:BIT+PHY1701701+sp	1
U_2904607	C_course-v1:TsinghuaX+30040323X+sp	1
U_627085	C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp	1
U_574804	C_course-v1:MicrosoftX+Microsoft101+sp	1
U_4440636	C_course-v1:TsinghuaX+20440333X+sp	1
U_4440636	C_course-v1:TsinghuaX+10430484X_2015_2+sp	1
U_4497449	C_course-v1:TsinghuaX+30040323X+sp	1
U_5097756	C_course-v1:TsinghuaX+00740043X_2015_T2+sp	1
U_6414892	C_course-v1:TsinghuaX+THESIS2015X+2015_T1	1
U_6414892	C_course-v1:TsinghuaX+20440333X+sp	1
U_1110896	C_course-v1:TsinghuaX+00680082X+sp	1
U_2329188	C_course-v1:TsinghuaX+00740123_X+sp	1
U_6323736	C_course-v1:Tsinghuax+30130123X+sp	1
U_6323736	C_course-v1:TsinghuaX+30150153X+sp	1
U_1132589	C_course-v1:TsinghuaX+00740043X_2015_T2+sp	1
U_6462818	C_course-v1:TsinghuaX+20120143X+sp	1
U_6286285	C_course-v1:UQx+Think101x+sp	1
U_6286285	C_course-v1:UQx+BIOIMG101x+sp	1
U_6550753	C_course-v1:TsinghuaX+30240243X+sp	1
U_6550753	C_course-v1:TsinghuaX+30240184+sp	1
U_6687763	C_course-v1:TsinghuaX+00040132X+sp	1
U_6096768	C_course-v1:ZUELX+B0800280+sp	1
U_710502	C_course-v1:TsinghuaX+40050455_2X+sp	1
U_710502	C_course-v1:TsinghuaX+40050455X+sp	1
U_6712072	C_course-v1:TsinghuaX+10430484X_2015_2+sp	1
U_2790079	C_course-v1:MITx+6_00_1x+sp	1
U_6546270	C_course-v1:TsinghuaX+60240013X+sp	1
U_6318143	C_course-v1:TsinghuaX+00690212X+sp	1
U_6113946	C_course-v1:TsinghuaX+20220053X_2015_T2+sp	1
U_6555329	C_course-v1:UQx+Think101x+sp	1
U_6087030	C_course-v1:TsinghuaX+30240243X+sp	1
U_6087030	C_course-v1:MITx+6_00_1x+sp	1
U_267623	C_course-v1:TsinghuaX+70120073X+sp	1
U_6077119	C_course-v1:TsinghuaX+00690212X+sp	1
U_6584785	C_course-v1:TsinghuaX+00690212X+sp	1
U_6584785	C_course-v1:UQx+Crime101x+sp	1
U_6584784	C_course-v1:UQx+Crime101x+sp	1
U_6584784	C_course-v1:TsinghuaX+00690212X+sp	1
U_6584782	C_course-v1:UQx+Crime101x+sp	1
U_6584782	C_course-v1:TsinghuaX+00690212X+sp	1
U_6584781	C_course-v1:UQx+Crime101x+sp	1
U_6584781	C_course-v1:TsinghuaX+00690212X+sp	1
U_6584780	C_course-v1:TsinghuaX+00690212X+sp	1
U_6584780	C_course-v1:UQx+Crime101x+sp	1
U_6649528	C_course-v1:TsinghuaX+10430494X_2015_2+sp	1
U_6649528	C_course-v1:TsinghuaX+10430484X_2015_2+sp	1
U_6649528	C_course-v1:MITx+6_00_1x+sp	1
U_2200997	C_course-v1:TsinghuaX+20430064X+sp	1
U_343016	C_course-v1:UQx+Think101x+sp	1
U_1091739	C_course-v1:TsinghuaX+10430494X_2015_2+sp	1
U_5776070	C_course-v1:JXUST+JXUST2016001+2016_T2	1
U_3185516	C_course-v1:TsinghuaX+80590952X+sp	1
U_66152	C_course-v1:TsinghuaX+30240184_2X+sp	1
U_3642307	C_course-v1:TsinghuaX+00740123_X+sp	1
U_3642307	C_course-v1:MITx+6_00_1x+sp	1
U_2780715	C_course-v1:TsinghuaX+Thesis2016X+sp	1
U_6728291	C_course-v1:TsinghuaX+10430484X_2015_2+sp	1
U_477929	C_course-v1:MITx+6_00_1x+sp	1
U_6661279	C_course-v1:TsinghuaX+00691153X+sp	1
U_6158198	C_course-v1:TsinghuaX+30240184+sp	1
U_757483	C_course-v1:TsinghuaX+34100325_X+sp	1
U_242413	C_course-v1:MITx+6_00_1x+sp	1
U_3198415	C_course-v1:MITx+6_00_1x+sp	1
U_254742	C_course-v1:NJU+C1026+2016_T2	1
U_218422	C_course-v1:UST+UST001+sp	1
U_2986514	C_course-v1:TsinghuaX+00740043X_2015_T2+sp	1
U_2986514	C_course-v1:TsinghuaX+20440333X+sp	1
U_6287223	C_course-v1:TsinghuaX+30240184+sp	1
U_1580694	C_course-v1:TsinghuaX+10430494X_2015_2+sp	1
U_1580694	C_course-v1:TsinghuaX+20330334X_2015_2+sp	1
U_1580694	C_course-v1:TsinghuaX+80590952X+sp	1
U_1580694	C_course-v1:TsinghuaX+0350161X_2015_T2+sp	1
U_1580694	C_course-v1:TsinghuaX+20220053X_2015_T2+sp	1
U_6662411	C_course-v1:TsinghuaX+00690242+sp	1
U_6662411	C_course-v1:TsinghuaX+30240243X+sp	1
U_4441297	C_course-v1:TsinghuaX+10430494X_2015_2+sp	1
U_6697089	C_course-v1:TsinghuaX+20220053X_2015_T2+sp	1
U_6697089	C_course-v1:TsinghuaX+0350161X_2015_T2+sp	1
U_6697089	C_course-v1:TsinghuaX+20350033X+sp	1
U_1912507	C_course-v1:TsinghuaX+30260112X+sp	1
U_1432274	C_course-v1:TsinghuaX+30240184+sp	1
U_1999801	C_course-v1:MITx+15_390_2x+sp	1
U_6693265	C_course-v1:TsinghuaX+30240184+sp	1
U_117904	C_course-v1:TsinghuaX+00690212X+sp	1
U_1523336	C_course-v1:TsinghuaX+40050455X+sp	1
U_1523336	C_course-v1:TsinghuaX+40050455_2X+sp	1
U_1523336	C_course-v1:TsinghuaX+40050444X+sp	1
U_1230588	C_course-v1:TsinghuaX+20430064X+sp	1
U_6600035	C_course-v1:MITx+6_00_1x+sp	1
U_6600035	C_course-v1:UST+UST001+sp	1
U_6600035	C_course-v1:TsinghuaX+Thesis2016X+sp	1
U_5156911	C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp	1
U_5156911	C_course-v1:TsinghuaX+00740043X_2015_T2+sp	1
U_208654	C_course-v1:TsinghuaX+00310222X+sp	1
U_6076782	C_course-v1:TsinghuaX+30240184+sp	1
U_1556110	C_course-v1:TsinghuaX+30240184_2X+sp	1
U_1556110	C_course-v1:MITx+6_00_1x+sp	1
U_120916	C_course-v1:TsinghuaX+20430064X+sp	1
U_479945	C_course-v1:Tsinghua+20150001+sp	1
U_1011738	C_course-v1:TsinghuaX+00740123_X+sp	1
U_2473954	C_course-v1:TsinghuaX+01030132X+sp	1
